ID,primary_source,archive_event_number,link_web,secondary_source,secondary_source_ID,secondary_source_web,host_com_orig ,host_sci_orig,host_com_res,host_sci_res,host_colloq,host_sci_spec_res,family,epidemiological_unit,number_cases,number_susceptible,number_tested,number_deaths,age,sex,country_iso3,country_name,subnational_administration,city,location_detail,date_confirmed,date_reported,date_published,related_to_other_entries,related_ID,test,sampling_type,test_2,sampling_type_2,test_3,sampling_type_3,negative_test,negative_sampling_type,negative_test_2,negative_sampling_type_2,reason_for_testing,symptoms,outcome,living_conditions,source_of_infection,variant,control_measures,original_source,link_original_source
20201125.7972283_3,ProMED,20201125.7972283,https://promedmail.org/promed-post/?id=7972283,WAHIS,IN_36560,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,1,NS,NS,ARG,Argentina,Santiago Del Estero,Santiago Del Estero,NA,2020-10-13,2020-11-18,2020-11-25,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory,death,pet,human,NA,euthanasia,WAHIS,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url
20201125.7972283_4,ProMED,20201125.7972283,https://promedmail.org/promed-post/?id=7972283,WAHIS,IN_36560,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,8,NS,0,NS,NS,ARG,Argentina,Santiago Del Estero,Santiago Del Estero,NA,2020-10-13,2020-11-18,2020-11-25,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url
20201125.7972283_5,ProMED,20201125.7972283,https://promedmail.org/promed-post/?id=7972283,WAHIS,IN_36560,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,3,NS,0,NS,NS,ARG,Argentina,Santiago Del Estero,Santiago Del Estero,NA,2020-10-13,2020-11-18,2020-11-25,living together,20201125.7972283_4,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,unspecific,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3384?reportId=18957&fromPage=event-dashboard-url
20201125.7972425_1,ProMED,20201125.7972425,https://promedmail.org/promed-post/?id=7972425,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,1,NS,NS,NS,NS,NS,NLD,Netherlands,Gelderland,Putten,farm1,2020-11-19,NA,2020-11-26,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NS,culling,News1,https://www.news1.news/2020/11/coronavirus-discovered-at-mink-company-in-putten-the-puttenaer.html
20201127.7976927_1,ProMED,20201127.7976927,https://promedmail.org/promed-post/?id=7976927,WAHIS,IN_36816,https://wahis.woah.org/#/in-review/3420?reportId=19108&fromPage=event-dashboard-url,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,169,60000,NS,324,NS,NS,LTU,Lithuania,Kaunas,Jonava,farm1,2020-11-24,2020-11-30,2020-11-27,updated by,FUR_154292_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,increased number of deaths,death,death,farm,human,NS,culling,EuroNews,https://www.euronews.com/2020/11/26/lithuanian-authorities-find-first-coronavirus-cases-at-a-mink-farm
20201127.7976927_2,ProMED,20201127.7976927,https://promedmail.org/promed-post/?id=7976927,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,8,NS,91,0,NS,NS,POL,Poland,Voivodeship,NS,farm1,NS,NA,2020-11-27,new,NA,PCR,throat swab,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,farm,NS,NA,NS,EuroNews,https://www.euronews.com/2020/11/24/polish-scientists-identify-first-cases-of-covid-19-at-a-mink-farm
20201127.7976927_3,ProMED,20201127.7976927,https://promedmail.org/promed-post/?id=7976927,WAHIS,IN_36748,https://wahis.woah.org/#/in-review/3402?reportId=19065&fromPage=event-dashboard-url,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,33,4100,110,4100,NS,NS,FRA,France,Centre-Val de Loire,Champrond-en-Gâtine,farm1,2020-11-20,2020-11-23,2020-11-27,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,subclinical,death,farm,NS,NA,culling,WAHIS,https://wahis.woah.org/#/in-review/3402?reportId=19065&fromPage=event-dashboard-url
FUR_36731_1,WAHIS,FUR_36731,https://wahis.woah.org/#/in-review/3174?reportId=19060&fromPage=event-dashboard-url,NA,NA,NA,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,12000,NS,2,NS,NS,USA,United States,Oregon,NS,farm1,2020-11-24,2020-11-27,2020-11-27,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,farm,human,NA,isolation,Delegate of United States of America,NA
20201203.7986508_1,ProMED,20201203.7986508,https://promedmail.org/promed-post/?id=7986508,WAHIS,IN_36751,https://wahis.woah.org/#/in-review/3403?reportId=19066&fromPage=event-dashboard-url,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,NS,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2020-11-23,2020-11-27,2020-12-03,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NS,isolation,WAHIS,https://wahis.woah.org/#/in-review/3403?reportId=19066&fromPage=event-dashboard-url
20201204.7993204_1,ProMED,20201204.7993204,https://promedmail.org/promed-post/?id=7993204,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,m,CHE,Switzerland,Zürich,NS,NA,2020-11-16,NA,2020-12-04,new,NA,PCR,nasal swab,PCR,fur swab,antibody test,serum,NA,NA,NA,NA,confirmed human case,respiratory,NS,pet,human,NA,NS,Regina Hofmann-Lehmann at the Vetsuisse Faculty at University of Zurich,https://www.oie.int/fileadmin/Home/MM/Switzerland_03.12.2020_Research_on_SARS-CoV-2_-_confirmation_in_a_cat_in_the_Canton_of_Zurich.pdf
20201204.7993204_2,ProMED,20201204.7993204,https://promedmail.org/promed-post/?id=7993204,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,m,CHE,Switzerland,Zürich,NS,NA,2020-11-16,NA,2020-12-04,living together,20201204.7993204_1,PCR,oral swab,PCR,fur swab,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,NS,Regina Hofmann-Lehmann at the Vetsuisse Faculty at University of Zurich,https://www.oie.int/fileadmin/Home/MM/Switzerland_03.12.2020_Research_on_SARS-CoV-2_-_confirmation_in_a_cat_in_the_Canton_of_Zurich.pdf
FUR_36893_1,WAHIS,FUR_36893,https://wahis.woah.org/#/in-review/3403?reportId=19158&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2020-12-04,2020-12-04,2020-12-04,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
20201208.8002466_1,ProMED,20201208.8002466,https://promedmail.org/promed-post/?id=8002466,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,group,3,4,4,0,16,f,ESP,Spain,Catalonia,Barcelona ,NA,NS,NA,2020-12-08,new,NA,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,expected recovery,zoo,human,NA,treatment,Mail Online,https://www.dailymail.co.uk/news/article-9030165/Four-lions-Spanish-zoo-test-positive-COVID-19.html
20201208.8002466_2,ProMED,20201208.8002466,https://promedmail.org/promed-post/?id=8002466,NA,NA,NA,lion,NS,lion,Panthera leo,lion,Panthera leo,Felidae,group,1,4,4,0,4,m,ESP,Spain,Catalonia,Barcelona ,NA,NS,NA,2020-12-08,living together,20201208.8002466_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,expected recovery,zoo,human,NA,treatment,Mail Online,https://www.dailymail.co.uk/news/article-9030165/Four-lions-Spanish-zoo-test-positive-COVID-19.html
20201208.8002636_1,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,8,2500,8,2500,NS,NS,GRC,Greece,Western Macedonia,Kozani,farm1,NS,2020-12-15,2020-12-08,update of,20201115.7944705_1,NS,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,NS,death,farm,human,B.1.1 and B.1.1.72,culling,Reuters via Aljazeera,https://www.aljazeera.com/news/2020/11/13/greece-find-covid-19-among-mink-at-two-farms
20201208.8002636_2,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,Kastoria,farm1,NS,2020-12-15,2020-12-08,update of,20201115.7944705_2,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,Reuters via Aljazeera,https://www.aljazeera.com/news/2020/11/13/greece-find-covid-19-among-mink-at-two-farms
20201208.8002636_3,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm1,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_4,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm2,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_5,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm3,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_6,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm4,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_7,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm5,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_8,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm6,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_9,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm7,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_10,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm8,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_11,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,0,NS,NS,GRC,Greece,Western Macedonia,NS,farm9,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201208.8002636_12,ProMED,20201208.8002636,https://promedmail.org/promed-post/?id=8002636,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,GRC,Greece,Western Macedonia,NS,farm10,NS,2020-12-15,2020-12-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,increased number of deaths,death,improved condition,farm,human,NA,movement control,OIE COVID-19 Portal - Events in animals - letter from Greece Ref. Num. 2940/339994,https://www.oie.int/fileadmin/Home/MM/Greece_04.12.2020.pdf
20201210.8008864_1,ProMED,20201210.8008864,https://promedmail.org/promed-post/?id=8008864,WAHIS,FUR_37158,https://wahis.woah.org/#/in-review/3430?reportId=19285&fromPage=event-dashboard-url,American mink,Neovison vison,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,200,15000,5,200,NS,NS,CAN,Canada,British Columbia,Fraser Valley,farm1,2020-12-05,2020-12-21,2020-12-10,updated by,FUR_37348_2,PCR,NS,virus sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,B.1.1.73 (close to),isolation,WAHIS,https://wahis.woah.org/#/in-review/3430?reportId=19285&fromPage=event-dashboard-url
20201213.8015608_1,ProMED,20201213.8015608,https://promedmail.org/promed-post/?id=8015608,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,animal,1,NS,NS,0,NS,NS,USA,United States,Utah,NS,NA,NS,NA,2020-12-13,new,NA,PCR,nasal swab,gene sequencing,nasal swab,NA,NA,NA,NA,NA,NA,confirmed animal case,NS,NS,wildlife,NS,NA,NS,Thomas DeLiberto & Susan Shriner at the USDA Animal and Plant Health Inspection Service,NA
20201214.8017000_1,ProMED,20201214.8017000,https://promedmail.org/promed-post/?id=8017000,WAHIS,IN_37147,https://wahis.woah.org/#/in-review/3449?reportId=19278&fromPage=event-dashboard-url,snow leopard,Panthera uncia,snow leopard,Panthera uncia,snow leopard,Panthera uncia,Felidae,animal,1,NS,NS,0,NS,f,USA,United States,Kentucky,Louisville,NA,2020-12-10,2020-12-18,2020-12-14,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,expected recovery,zoo,NS,NS,isolation,CNN,https://edition.cnn.com/2020/12/11/us/snow-leopard-positive-coronavirus-kentucky-zoo-trnd/index.html
20201214.8017000_2,ProMED,20201214.8017000,https://promedmail.org/promed-post/?id=8017000,WAHIS,FUR_37355,https://wahis.woah.org/#/in-review/3449?reportId=19412&fromPage=event-dashboard-url,snow leopard,Panthera uncia,snow leopard,Panthera uncia,snow leopard,Panthera uncia,Felidae,group,2,NS,NS,0,NS,m,USA,United States,Kentucky,Louisville,NA,NS,2020-12-31,2020-12-14,living together,20201214.8017000_1,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,expected recovery,zoo,NS,NS,isolation,CNN,https://edition.cnn.com/2020/12/11/us/snow-leopard-positive-coronavirus-kentucky-zoo-trnd/index.html
IN_37117_1,WAHIS,IN_37117,https://wahis.woah.org/#/in-review/3445?reportId=19262&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,MEX,Mexico,Mexico City,Mexico City,household1,NS,2020-12-15,2020-12-15,new,NA,PCR,tracheal swab,NA,NA,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,pet,NS,NA,treatment,Delegate of Mexico,NA
IN_37117_2,WAHIS,IN_37117,https://wahis.woah.org/#/in-review/3445?reportId=19262&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,MEX,Mexico,Mexico City,Mexico City,household2,NS,2020-12-15,2020-12-15,new,NA,PCR,tracheal swab,NA,NA,NA,NA,NA,NA,NA,NA,NS,respiratory,NS,pet,NS,NA,treatment,Delegate of Mexico,NA
IN_37117_3,WAHIS,IN_37117,https://wahis.woah.org/#/in-review/3445?reportId=19262&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,MEX,Mexico,México,Cuautitlán,NA,NS,2020-12-15,2020-12-15,new,NA,PCR,oropharyngeal swab,PCR,nasal swab,NA,NA,NA,NA,NA,NA,NS,respiratory and neurological,NS,pet,NS,NA,treatment,Delegate of Mexico,NA
IN_37117_4,WAHIS,IN_37117,https://wahis.woah.org/#/in-review/3445?reportId=19262&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,group,2,4,NS,0,NS,NS,MEX,Mexico,Mexico City,Iztapalapa,NA,NS,2020-12-15,2020-12-15,new,NA,PCR,nasal swab,gene sequencing,nasal swab,NA,NA,NA,NA,NA,NA,NS,nasal discharge,NS,pet,NS,NS,treatment,Delegate of Mexico,NA
20201218.8027113_1,ProMED,20201218.8027113,https://promedmail.org/promed-post/?id=8027113,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,10,2300,10,43,NS,NS,GRC,Greece,Western Macedonia,Klima,farm1,2020-12-08,2020-12-15,2020-12-18,new,NA,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory and death,death,farm,human,NA,movement control,WAHIS,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url
20201218.8027113_2,ProMED,20201218.8027113,https://promedmail.org/promed-post/?id=8027113,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,10,7500,10,160,NS,NS,GRC,Greece,Western Macedonia,Peponia,farm1,2020-12-08,2020-12-15,2020-12-18,new,NA,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory and death,death,farm,human,NA,movement control,WAHIS,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url
20201218.8027113_3,ProMED,20201218.8027113,https://promedmail.org/promed-post/?id=8027113,WAHIS,IN_37059,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,20,4000,20,0,NS,NS,GRC,Greece,Western Macedonia,Kivotos,farm1,2020-12-08,2020-12-15,2020-12-18,new,NA,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,WAHIS,https://wahis.woah.org/#/in-review/3441?reportId=19229&fromPage=event-dashboard-url
FUR_37150_1,WAHIS,FUR_37150,https://wahis.woah.org/#/in-review/3403?reportId=19279&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,14,NS,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,NS,2020-12-18,2020-12-18,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_37150_2,WAHIS,FUR_37150,https://wahis.woah.org/#/in-review/3403?reportId=19279&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household1,NS,2020-12-18,2020-12-18,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_37150_3,WAHIS,FUR_37150,https://wahis.woah.org/#/in-review/3403?reportId=19279&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household2,NS,2020-12-18,2020-12-18,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_37183_1,WAHIS,FUR_37183,https://wahis.woah.org/#/in-review/3441?reportId=19302&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,20,3000,20,0,NS,NS,GRC,Greece,Western Macedonia,Grevena,farm1,2020-12-18,2020-12-19,2020-12-19,new,NA,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,farm,human,NA,movement control,Delegate of Greece,NA
FUR_37183_2,WAHIS,FUR_37183,https://wahis.woah.org/#/in-review/3441?reportId=19302&fromPage=event-dashboard-url,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,10,3300,10,400,NS,NS,GRC,Greece,Western Macedonia,Kozani,farm1,2020-12-18,2020-12-19,2020-12-19,new,NA,PCR,oropharyngeal swab,NA,NA,NA,NA,NA,NA,NA,NA,increased number of deaths,respiratory and death,death,farm,NS,NA,movement control,Delegate of Greece,NA
20201220.8033896_1,ProMED,20201220.8033896,https://promedmail.org/promed-post/?id=8033896,WAHIS,IN_151425,https://wahis.woah.org/#/in-review/3899?reportId=151425&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,SWE,Sweden,Blekinge,Solvesborg,farm1,NS,2021-08-30,2020-12-20,new,NA,PCR,oral swab,antibody test,serum,gene sequencing,NS,NA,NA,NA,NA,surveillance/monitoring,NS,NS,farm,NS,B1.1.39,movement control,OIE COVID-19 Portal/Events in animals/Sweden situation update 3,https://www.oie.int/fileadmin/Home/MM/Sweden_1.12.2020.pdf
20201220.8033896_2,ProMED,20201220.8033896,https://promedmail.org/promed-post/?id=8033896,WAHIS,IN_151425,https://wahis.woah.org/#/in-review/3899?reportId=151425&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,SWE,Sweden,Blekinge,Solvesborg,farm2,NS,2021-08-30,2020-12-20,new,NA,PCR,oral swab,antibody test,serum,gene sequencing,NS,NA,NA,NA,NA,surveillance/monitoring,NS,NS,farm,NS,B1.1.39,movement control,OIE COVID-19 Portal/Events in animals/Sweden situation update 3,https://www.oie.int/fileadmin/Home/MM/Sweden_1.12.2020.pdf
20201220.8033896_3,ProMED,20201220.8033896,https://promedmail.org/promed-post/?id=8033896,WAHIS,IN_151425,https://wahis.woah.org/#/in-review/3899?reportId=151425&fromPage=event-dashboard-url,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,SWE,Sweden,Blekinge,Solvesborg,farm3,NS,2021-08-30,2020-12-20,new,NA,PCR,oral swab,antibody test,serum,gene sequencing,NS,NA,NA,NA,NA,surveillance/monitoring,NS,NS,farm,NS,B1.1.39,movement control,OIE COVID-19 Portal/Events in animals/Sweden situation update 3,https://www.oie.int/fileadmin/Home/MM/Sweden_1.12.2020.pdf
